protocol,scenario,seed,run_index,encode_p50_ns,encode_p99_ns,encode_p999_ns,encode_p9999_ns,encode_mean_ns,encode_min_ns,encode_max_ns,encode_stddev_ns,encode_cv,encode_tar_p99,encode_tar_p999,encode_tar_p9999,decode_p50_ns,decode_p99_ns,decode_p999_ns,decode_p9999_ns,decode_mean_ns,decode_min_ns,decode_max_ns,decode_stddev_ns,decode_cv,decode_tar_p99,decode_tar_p999,decode_tar_p9999,rt_p50_ns,rt_p99_ns,rt_p999_ns,rt_p9999_ns,rt_mean_ns,rt_min_ns,rt_max_ns,rt_stddev_ns,rt_cv,rt_lsc,rt_tar_p99,rt_tar_p999,rt_tar_p9999,size_median,size_mean,size_min,size_max,throughput_msg_sec,throughput_bytes_sec,throughput_corpus_exhausted,throughput_processed,total_messages,warmup_messages,measured_messages
flatbuffers,book_large,59,17,755,1101,1311,6111,767.4,632,18863,179.3,0.233699,1.4583,1.7364,8.0940,343,378,459,3711,344.5,303,18047,101.5,0.294754,1.1020,1.3382,10.8192,1100,1453,4395,7419,1111.9,944,19343,210.9,0.189639,0.036364,1.3209,3.9955,6.7445,2800.0,2799.8,2320,3280,924877.2,2589439043.3,true,95000,100000,5000,95000
flatbuffers,book_large,60,18,822,1151,1369,5423,834.3,677,20079,155.6,0.186455,1.4002,1.6655,6.5973,344,384,425,3711,345.6,299,14511,89.9,0.260209,1.1163,1.2355,10.7878,1166,1503,4287,7031,1179.9,990,20511,183.0,0.155106,0.032590,1.2890,3.6767,6.0300,2800.0,2802.1,2320,3280,945284.6,2648773390.2,true,95000,100000,5000,95000
flatbuffers,book_large,61,19,789,1118,1280,4527,798.2,626,7067,123.9,0.155205,1.4170,1.6223,5.7376,343,379,445,3581,344.4,303,6935,67.9,0.196993,1.1050,1.2974,10.4402,1134,1472,4251,5087,1142.7,940,7759,147.0,0.128671,0.039683,1.2981,3.7487,4.4859,2800.0,2799.8,2320,3280,964724.9,2701040552.3,true,95000,100000,5000,95000
flatbuffers,book_large,62,20,777,1117,1311,5627,789.2,643,20799,163.7,0.207387,1.4376,1.6873,7.2420,343,380,422,3605,345.1,303,20959,121.3,0.351651,1.1079,1.2303,10.5102,1121,1469,4231,7903,1134.3,953,21743,207.2,0.182703,0.035682,1.3104,3.7743,7.0500,2800.0,2799.0,2320,3280,961507.1,2691261815.5,true,95000,100000,5000,95000
flatbuffers,book_large,63,21,813,1139,1305,4323,823.4,669,7895,120.6,0.146498,1.4010,1.6052,5.3173,343,379,417,3427,344.6,302,15151,78.4,0.227621,1.1050,1.2157,9.9913,1158,1490,4123,4879,1168.1,983,15959,148.8,0.127393,0.037997,1.2867,3.5604,4.2133,2800.0,2799.8,2320,3280,884266.7,2475806239.0,true,95000,100000,5000,95000
flatbuffers,book_large,64,22,750,1093,1228,5095,760.1,611,16287,147.1,0.193571,1.4573,1.6373,6.7933,343,376,456,3563,344.0,302,8279,67.2,0.195294,1.0962,1.3294,10.3878,1093,1443,4167,6119,1104.2,930,16767,167.0,0.151290,0.037511,1.3202,3.8124,5.5984,2800.0,2799.5,2320,3280,938134.2,2626313885.4,true,95000,100000,5000,95000
flatbuffers,book_large,65,23,769,1110,1322,5979,781.9,638,27519,176.5,0.225733,1.4434,1.7191,7.7750,344,381,418,3513,344.8,304,27375,102.9,0.298449,1.1076,1.2151,10.2122,1114,1463,4159,6435,1126.6,950,28287,208.0,0.184617,0.035907,1.3133,3.7334,5.7765,2800.0,2800.4,2320,3280,933922.5,2615312121.8,true,95000,100000,5000,95000
flatbuffers,book_large,66,24,770,1111,1298,4599,780.0,609,10575,130.7,0.167525,1.4429,1.6857,5.9727,343,380,419,3869,345.7,301,27983,183.4,0.530483,1.1079,1.2216,11.2799,1113,1464,4131,7075,1125.7,919,28767,228.0,0.202521,0.040431,1.3154,3.7116,6.3567,2800.0,2800.2,2320,3280,845306.8,2367063069.0,true,95000,100000,5000,95000
flatbuffers,book_large,67,25,804,1124,1625,5087,813.3,648,14975,136.6,0.168001,1.3980,2.0211,6.3271,344,380,416,3293,344.2,304,3467,44.1,0.128167,1.1047,1.2093,9.5727,1148,1475,4139,5503,1157.4,963,15415,148.8,0.128529,0.040070,1.2848,3.6054,4.7936,2800.0,2798.7,2320,3280,937129.8,2622702246.6,true,95000,100000,5000,95000
flatbuffers,book_large,68,26,769,1106,1247,5539,780.6,631,17631,155.7,0.199478,1.4382,1.6216,7.2029,343,377,425,3673,344.5,303,5631,62.6,0.181803,1.0991,1.2391,10.7085,1114,1458,4135,6007,1125.1,945,18063,171.9,0.152819,0.035907,1.3088,3.7118,5.3923,2800.0,2800.6,2320,3280,931369.6,2608409987.3,true,95000,100000,5000,95000
flatbuffers,book_large,69,27,759,1094,1214,4287,768.7,637,14231,124.8,0.162330,1.4414,1.5995,5.6482,343,378,416,3403,344.3,303,6315,62.4,0.181270,1.1020,1.2128,9.9213,1103,1446,4063,4759,1112.9,948,14671,143.9,0.129307,0.036265,1.3110,3.6836,4.3146,2800.0,2798.6,2320,3280,894957.3,2504665228.6,true,95000,100000,5000,95000
flatbuffers,book_large,70,28,805,1133,1270,4275,813.8,648,6467,119.6,0.146952,1.4075,1.5776,5.3106,343,377,424,3501,344.8,302,7631,73.0,0.211845,1.0991,1.2362,10.2070,1148,1486,4123,5755,1158.6,960,8439,145.4,0.125461,0.041812,1.2944,3.5915,5.0131,2800.0,2800.1,2320,3280,936994.8,2623661459.8,true,95000,100000,5000,95000
flatbuffers,book_large,71,29,749,1110,1449,5203,771.1,624,14423,148.3,0.192295,1.4820,1.9346,6.9466,345,474,491,3715,350.2,304,6667,75.5,0.215536,1.3739,1.4232,10.7681,1094,1552,4139,6287,1121.3,936,14871,179.5,0.160104,0.039305,1.4186,3.7834,5.7468,2800.0,2800.7,2320,3280,944131.0,2644237453.8,true,95000,100000,5000,95000
flatbuffers,book_medium,42,0,476,658,921,5643,498.0,435,8639,101.3,0.203374,1.3824,1.9349,11.8550,199,206,243,3107,200.3,181,6119,54.7,0.272959,1.0352,1.2211,15.6131,676,875,1212,6251,698.3,629,9199,117.9,0.168862,0.011834,1.2944,1.7929,9.2470,720.0,720.0,720,720,1556583.6,1120740210.2,true,95000,100000,5000,95000
flatbuffers,book_medium,43,1,475,648,920,5503,492.9,438,9831,100.9,0.204645,1.3642,1.9368,11.5853,199,206,242,3209,199.7,183,7363,57.6,0.288518,1.0352,1.2161,16.1256,675,857,1229,6271,692.6,628,10095,118.9,0.171753,0.017778,1.2696,1.8207,9.2904,720.0,720.0,720,720,1499003.7,1079282669.0,true,95000,100000,5000,95000
flatbuffers,book_medium,44,2,478,702,952,5435,501.3,436,12447,103.3,0.206036,1.4686,1.9916,11.3703,199,210,245,4583,200.4,182,12519,78.9,0.393735,1.0553,1.2312,23.0302,678,917,1462,6379,701.7,632,12991,132.4,0.188641,0.011799,1.3525,2.1563,9.4086,720.0,720.0,720,720,1553624.9,1118609922.4,true,95000,100000,5000,95000
flatbuffers,book_medium,45,3,477,694,938,5531,499.7,431,8631,102.3,0.204757,1.4549,1.9665,11.5954,199,205,244,3091,199.4,182,5131,44.5,0.223038,1.0302,1.2261,15.5327,676,909,1193,5927,699.2,629,8943,114.7,0.164101,0.011834,1.3447,1.7648,8.7678,720.0,720.0,720,720,1556030.3,1120341810.4,true,95000,100000,5000,95000
flatbuffers,book_medium,46,4,486,710,952,5539,507.5,444,7803,100.3,0.197714,1.4609,1.9588,11.3971,199,207,242,3137,200.2,183,8527,57.1,0.285113,1.0402,1.2161,15.7638,686,925,1247,6115,707.7,642,9007,118.3,0.167137,0.011662,1.3484,1.8178,8.9140,720.0,720.0,720,720,1534121.3,1104567321.3,true,95000,100000,5000,95000
flatbuffers,book_medium,47,5,478,696,976,5815,501.2,438,7343,109.2,0.217917,1.4561,2.0418,12.1653,200,206,244,3139,200.4,184,5171,47.7,0.238323,1.0300,1.2200,15.6950,679,912,1476,6199,701.5,637,7603,123.2,0.175575,0.011782,1.3432,2.1738,9.1296,720.0,720.0,720,720,1544507.0,1112045059.2,true,95000,100000,5000,95000
flatbuffers,book_medium,48,6,474,678,932,6115,491.8,435,19503,144.4,0.293633,1.4304,1.9662,12.9008,200,209,256,3441,201.1,185,6815,55.4,0.275297,1.0450,1.2800,17.2050,675,897,1225,6747,692.9,635,19775,157.1,0.226659,0.028148,1.3289,1.8148,9.9956,720.0,720.0,720,720,1555018.5,1119613297.4,true,95000,100000,5000,95000
flatbuffers,book_medium,49,7,482,738,962,7247,506.5,437,33887,209.5,0.413586,1.5311,1.9959,15.0353,201,212,285,3533,202.3,185,15399,86.7,0.428514,1.0547,1.4179,17.5771,684,951,1326,8631,708.8,633,34239,230.3,0.324864,0.014620,1.3904,1.9386,12.6184,720.0,720.0,720,720,1535019.2,1105213836.6,true,95000,100000,5000,95000
flatbuffers,book_medium,50,8,468,623,929,5463,480.9,434,8719,104.2,0.216764,1.3312,1.9850,11.6731,199,207,240,3139,199.8,186,6371,51.3,0.256828,1.0402,1.2060,15.7739,666,828,1367,6043,680.7,631,8991,119.1,0.175014,0.027027,1.2432,2.0526,9.0736,720.0,720.0,720,720,1555938.7,1120275863.0,true,95000,100000,5000,95000
flatbuffers,book_medium,51,9,480,699,954,5607,502.1,438,8311,107.9,0.214886,1.4563,1.9875,11.6813,199,206,242,3389,200.3,184,6931,58.6,0.292336,1.0352,1.2161,17.0302,680,914,1280,6483,702.5,634,8583,125.7,0.178902,0.010294,1.3441,1.8824,9.5338,720.0,720.0,720,720,1543766.8,1111512093.3,true,95000,100000,5000,95000
flatbuffers,book_medium,52,10,474,674,945,5643,496.6,435,7975,104.0,0.209414,1.4219,1.9937,11.9051,200,211,246,3205,201.0,186,6739,48.4,0.240890,1.0550,1.2300,16.0250,675,891,1326,6199,697.6,634,8583,117.8,0.168895,0.011852,1.3200,1.9644,9.1837,720.0,720.0,720,720,1556005.3,1120323827.3,true,95000,100000,5000,95000
flatbuffers,book_medium,53,11,476,673,941,5967,498.1,437,7575,105.6,0.211984,1.4139,1.9769,12.5357,199,206,244,3127,200.2,184,8167,51.9,0.259012,1.0352,1.2261,15.7136,676,893,1247,6491,698.3,634,8639,120.6,0.172735,0.013314,1.3210,1.8447,9.6021,720.0,720.0,720,720,1547854.1,1114454983.0,true,95000,100000,5000,95000
flatbuffers,book_medium,54,12,480,702,949,5623,502.5,433,10023,106.1,0.211097,1.4625,1.9771,11.7146,199,217,243,3121,200.4,187,11287,61.3,0.306058,1.0905,1.2211,15.6834,680,921,1410,6203,703.0,632,11799,125.6,0.178669,0.013235,1.3544,2.0735,9.1221,720.0,720.0,720,720,1552182.1,1117571148.0,true,95000,100000,5000,95000
flatbuffers,book_medium,55,13,475,650,940,5539,492.6,435,8543,98.0,0.199003,1.3684,1.9789,11.6611,199,206,246,3131,199.8,182,4999,54.1,0.270897,1.0352,1.2362,15.7337,674,862,1373,5939,692.3,627,8807,114.9,0.166016,0.014837,1.2789,2.0371,8.8116,720.0,720.0,720,720,1500056.2,1080040456.0,true,95000,100000,5000,95000
flatbuffers,book_medium,56,14,476,658,924,5327,490.0,436,12279,102.4,0.208951,1.3824,1.9412,11.1912,199,207,244,3069,199.6,181,6639,55.0,0.275588,1.0402,1.2261,15.4221,675,880,1222,5891,689.7,633,12527,119.5,0.173214,0.031111,1.3037,1.8104,8.7274,720.0,720.0,720,720,1555805.5,1120179946.8,true,95000,100000,5000,95000
flatbuffers,book_medium,57,15,475,668,945,5547,497.1,437,8367,108.6,0.218456,1.4063,1.9895,11.6779,200,217,268,3049,200.9,181,5395,40.2,0.200318,1.0850,1.3400,15.2450,676,891,1281,6003,697.9,633,8623,119.1,0.170669,0.013314,1.3180,1.8950,8.8802,720.0,720.0,720,720,1545116.1,1112483589.9,true,95000,100000,5000,95000
flatbuffers,book_medium,58,16,477,676,912,5691,495.2,437,21247,132.7,0.267938,1.4172,1.9119,11.9308,199,216,243,3387,200.2,183,5927,59.2,0.295527,1.0854,1.2211,17.0201,676,896,1240,6235,695.4,632,21535,147.4,0.211960,0.019231,1.3254,1.8343,9.2234,720.0,720.0,720,720,1555381.7,1119874822.9,true,95000,100000,5000,95000
flatbuffers,book_medium,59,17,482,706,951,5443,503.1,438,8439,96.5,0.191726,1.4647,1.9730,11.2925,199,216,267,3267,200.5,182,7799,59.9,0.299034,1.0854,1.3417,16.4171,683,923,1338,6083,703.6,634,9127,116.9,0.166220,0.014641,1.3514,1.9590,8.9063,720.0,720.0,720,720,1541084.7,1109580949.2,true,95000,100000,5000,95000
flatbuffers,book_medium,60,18,454,617,875,3681,475.5,434,6007,85.3,0.179289,1.3590,1.9273,8.1079,199,207,240,3085,200.0,179,12967,55.6,0.277812,1.0402,1.2060,15.5025,654,820,1086,4049,675.5,628,13487,102.9,0.152334,0.013761,1.2538,1.6606,6.1911,720.0,720.0,720,720,1503563.0,1082565395.1,true,95000,100000,5000,95000
flatbuffers,book_medium,61,19,477,663,903,3651,499.1,435,5235,82.3,0.164813,1.3899,1.8931,7.6541,199,205,240,3153,199.8,182,10047,57.0,0.285135,1.0302,1.2060,15.8442,677,881,1122,4037,698.9,628,10519,100.9,0.144346,0.013294,1.3013,1.6573,5.9631,720.0,720.0,720,720,1552442.3,1117758451.1,true,95000,100000,5000,95000
flatbuffers,book_medium,62,20,455,606,860,3691,476.1,437,6515,80.4,0.168822,1.3319,1.8901,8.1121,199,207,251,3189,199.3,184,3519,41.8,0.209588,1.0402,1.2613,16.0251,655,811,1072,4029,675.4,625,6767,91.7,0.135816,0.013740,1.2382,1.6366,6.1511,720.0,720.0,720,720,1501232.0,1080887027.1,true,95000,100000,5000,95000
flatbuffers,book_medium,63,21,476,658,897,3515,497.8,434,4919,78.6,0.157975,1.3824,1.8845,7.3845,199,216,238,3181,199.9,185,5207,52.2,0.261067,1.0854,1.1960,15.9849,676,874,1115,3921,697.7,631,5679,95.0,0.136214,0.011834,1.2929,1.6494,5.8003,720.0,720.0,720,720,1556497.7,1120678328.9,true,95000,100000,5000,95000
flatbuffers,book_medium,64,22,474,659,908,3849,496.6,437,14431,99.2,0.199697,1.3903,1.9156,8.1203,199,216,273,3055,200.4,182,4119,36.4,0.181888,1.0854,1.3719,15.3518,674,887,1151,4135,697.0,633,14695,106.6,0.153003,0.011869,1.3160,1.7077,6.1350,720.0,720.0,720,720,1553492.8,1118514839.9,true,95000,100000,5000,95000
flatbuffers,book_medium,65,23,451,624,862,3767,472.5,434,5971,84.0,0.177838,1.3836,1.9113,8.3525,199,206,301,3157,200.2,183,13295,59.0,0.294698,1.0352,1.5126,15.8643,651,834,1080,4231,672.7,629,13759,104.9,0.155947,0.012289,1.2811,1.6590,6.4992,720.0,720.0,720,720,1499106.7,1079356856.7,true,95000,100000,5000,95000
flatbuffers,book_medium,66,24,481,674,895,3823,503.6,434,20591,124.7,0.247597,1.4012,1.8607,7.9480,199,207,244,3265,199.6,182,5183,46.3,0.231992,1.0402,1.2261,16.4070,681,893,1107,4347,703.2,632,20879,134.1,0.190732,0.013216,1.3113,1.6256,6.3833,720.0,720.0,720,720,1555534.0,1119984514.1,true,95000,100000,5000,95000
flatbuffers,book_medium,67,25,452,627,861,3827,473.5,433,18863,125.7,0.265526,1.3872,1.9049,8.4668,199,206,241,3503,200.6,184,11815,66.0,0.329236,1.0352,1.2111,17.6030,652,835,1075,5147,674.0,628,19119,142.6,0.211608,0.013804,1.2807,1.6488,7.8942,720.0,720.0,720,720,1496453.9,1077446780.0,true,95000,100000,5000,95000
flatbuffers,book_medium,68,26,477,655,900,3711,498.9,434,6547,87.6,0.175656,1.3732,1.8868,7.7799,199,205,238,3063,199.3,183,3553,40.8,0.204772,1.0302,1.1960,15.3920,676,872,1118,4019,698.2,632,6791,97.5,0.139608,0.011834,1.2899,1.6538,5.9453,720.0,720.0,720,720,1556363.3,1120581554.3,true,95000,100000,5000,95000
flatbuffers,book_medium,69,27,480,690,922,3903,502.6,435,12295,96.4,0.191894,1.4375,1.9208,8.1312,199,206,238,3043,199.9,183,4571,36.8,0.184312,1.0352,1.1960,15.2915,680,906,1145,4159,702.5,635,12543,104.1,0.148235,0.014706,1.3324,1.6838,6.1162,720.0,720.0,720,720,1551415.3,1117019027.7,true,95000,100000,5000,95000
flatbuffers,book_medium,70,28,475,664,910,3877,497.8,438,6431,86.1,0.172949,1.3979,1.9158,8.1621,199,206,243,3251,200.1,182,5923,46.5,0.232202,1.0352,1.2211,16.3367,676,884,1126,4239,697.9,634,6679,98.8,0.141608,0.011834,1.3077,1.6657,6.2707,720.0,720.0,720,720,1551390.1,1117000841.0,true,95000,100000,5000,95000
flatbuffers,book_medium,71,29,474,654,893,3859,495.6,435,5835,82.0,0.165455,1.3797,1.8840,8.1414,199,206,246,3223,200.3,184,4251,50.8,0.253823,1.0352,1.2362,16.1960,674,867,1121,4151,695.9,629,6171,97.7,0.140384,0.011869,1.2864,1.6632,6.1588,720.0,720.0,720,720,1555806.7,1120180845.7,true,95000,100000,5000,95000
flatbuffers,book_small,42,0,447,532,852,5251,456.1,410,9079,88.8,0.194742,1.1902,1.9060,11.7472,162,180,196,3133,163.5,151,6559,51.2,0.312942,1.1111,1.2099,19.3395,609,697,1061,5675,619.6,571,9575,105.1,0.169575,0.006568,1.1445,1.7422,9.3186,240.0,240.0,240,240,1762235.8,422936593.5,true,95000,100000,5000,95000
flatbuffers,book_small,43,1,450,547,885,6483,460.9,413,21823,171.8,0.372701,1.2156,1.9667,14.4067,162,169,202,3265,163.7,150,19071,107.6,0.657434,1.0432,1.2469,20.1543,613,712,1319,7919,624.6,574,22271,205.3,0.328659,0.006525,1.1615,2.1517,12.9184,240.0,240.0,240,240,1760750.6,422580139.8,true,95000,100000,5000,95000
flatbuffers,book_small,44,2,446,540,955,5247,456.7,412,8735,94.1,0.206094,1.2108,2.1413,11.7646,163,170,253,3063,163.6,151,12535,61.3,0.374819,1.0429,1.5521,18.7914,609,704,1376,5807,620.3,571,12975,114.8,0.185073,0.006568,1.1560,2.2594,9.5353,240.0,240.0,240,240,1763203.8,423168905.9,true,95000,100000,5000,95000
flatbuffers,book_small,45,3,425,511,831,5523,434.9,411,7703,94.6,0.217473,1.2024,1.9553,12.9953,163,180,200,589,163.8,151,16207,64.6,0.394299,1.1043,1.2270,3.6135,588,676,1020,5983,598.6,572,16639,117.6,0.196493,0.006803,1.1497,1.7347,10.1752,240.0,240.0,240,240,1700288.8,408069320.2,true,95000,100000,5000,95000
flatbuffers,book_small,46,4,426,513,826,5527,435.8,413,7551,94.6,0.216995,1.2042,1.9390,12.9742,163,180,196,3081,163.9,151,18511,74.4,0.453985,1.1043,1.2025,18.9018,589,678,1021,6007,599.7,571,18943,122.6,0.204480,0.006791,1.1511,1.7334,10.1986,240.0,240.0,240,240,1700620.6,408148944.3,true,95000,100000,5000,95000
flatbuffers,book_small,47,5,433,523,901,5351,443.1,419,8367,88.9,0.200609,1.2079,2.0808,12.3580,167,184,297,3193,168.3,155,12399,65.5,0.389220,1.1018,1.7784,19.1198,600,695,1408,6147,611.4,580,12831,114.1,0.186650,0.006667,1.1583,2.3467,10.2450,240.0,240.0,240,240,1694485.5,406676529.9,true,95000,100000,5000,95000
flatbuffers,book_small,48,6,446,534,839,5503,456.2,415,8767,93.2,0.204219,1.1973,1.8812,12.3386,163,169,195,3041,163.4,151,5427,45.1,0.276129,1.0368,1.1963,18.6564,609,699,1031,5851,619.6,571,9415,106.6,0.172115,0.006568,1.1478,1.6929,9.6076,240.0,240.0,240,240,1756971.2,421673094.5,true,95000,100000,5000,95000
flatbuffers,book_small,49,7,429,517,828,5511,439.2,415,7695,90.2,0.205302,1.2051,1.9301,12.8462,162,174,196,3057,162.8,150,5375,45.2,0.277540,1.0741,1.2099,18.8704,591,681,1016,5947,602.0,573,7915,103.6,0.172034,0.006768,1.1523,1.7191,10.0626,240.0,240.0,240,240,1696399.7,407135935.8,true,95000,100000,5000,95000
flatbuffers,book_small,50,8,426,519,896,5239,437.2,413,7507,86.2,0.197243,1.2183,2.1033,12.2981,162,170,314,3249,163.5,151,13135,67.5,0.412965,1.0494,1.9383,20.0556,589,687,1382,5911,600.7,571,13559,112.3,0.186875,0.006791,1.1664,2.3463,10.0357,240.0,240.0,240,240,1695090.2,406821656.9,true,95000,100000,5000,95000
flatbuffers,book_small,51,9,426,518,835,5403,436.5,411,7503,90.0,0.206101,1.2160,1.9601,12.6831,163,170,198,3045,163.7,151,5095,53.3,0.325900,1.0429,1.2147,18.6810,589,682,1094,5895,600.1,572,7739,107.5,0.179124,0.006791,1.1579,1.8574,10.0085,240.0,240.0,240,240,1685553.8,404532911.9,true,95000,100000,5000,95000
flatbuffers,book_small,52,10,447,537,853,5419,457.3,412,8999,93.4,0.204184,1.2013,1.9083,12.1230,163,169,197,3025,163.4,151,6939,47.7,0.291563,1.0368,1.2086,18.5583,610,702,1044,5951,620.7,573,9711,108.4,0.174633,0.006557,1.1508,1.7115,9.7557,240.0,240.0,240,240,1757876.5,421890366.4,true,95000,100000,5000,95000
flatbuffers,book_small,53,11,426,514,873,4619,435.5,413,7575,74.8,0.171871,1.2066,2.0493,10.8427,163,176,307,4015,163.8,151,6079,58.5,0.357057,1.0798,1.8834,24.6319,589,679,1291,5487,599.3,573,7787,97.5,0.162711,0.006791,1.1528,2.1919,9.3158,240.0,240.0,240,240,1702057.0,408493680.1,true,95000,100000,5000,95000
flatbuffers,book_small,54,12,447,531,848,5335,456.1,398,9007,93.8,0.205768,1.1879,1.8971,11.9351,165,172,196,3007,165.5,154,5231,48.9,0.295120,1.0424,1.1879,18.2242,612,697,1041,5723,621.6,569,9655,108.5,0.174549,0.006536,1.1389,1.7010,9.3513,240.0,240.0,240,240,1762422.5,422981395.5,true,95000,100000,5000,95000
flatbuffers,book_small,55,13,448,538,855,5283,458.2,412,7623,94.3,0.205882,1.2009,1.9085,11.7924,162,169,195,2861,162.9,149,8343,44.5,0.273085,1.0432,1.2037,17.6605,611,702,1081,5787,621.1,573,8783,107.1,0.172421,0.006547,1.1489,1.7692,9.4714,240.0,240.0,240,240,1765048.5,423611629.1,true,95000,100000,5000,95000
flatbuffers,book_small,56,14,455,547,876,6063,462.3,410,25599,146.1,0.315971,1.2022,1.9253,13.3253,162,174,199,3177,163.5,150,34303,121.7,0.744347,1.0741,1.2284,19.6111,618,711,1263,6543,625.8,571,34751,192.2,0.307112,0.008091,1.1505,2.0437,10.5874,240.0,240.0,240,240,1687734.0,405056166.9,true,95000,100000,5000,95000
flatbuffers,book_small,57,15,426,513,816,5135,435.9,411,6239,87.3,0.200281,1.2042,1.9155,12.0540,163,175,202,2971,163.5,151,5111,39.2,0.239431,1.0736,1.2393,18.2270,589,677,996,5535,599.5,572,6743,99.0,0.165076,0.006791,1.1494,1.6910,9.3973,240.0,240.0,240,240,1697895.2,407494859.9,true,95000,100000,5000,95000
flatbuffers,book_small,58,16,428,525,826,5399,441.7,413,8775,93.7,0.212180,1.2266,1.9299,12.6145,162,169,195,3041,162.9,152,6083,47.3,0.290395,1.0432,1.2037,18.7716,591,688,1016,5947,604.6,570,9271,108.0,0.178582,0.010152,1.1641,1.7191,10.0626,240.0,240.0,240,240,1758009.3,421922235.5,true,95000,100000,5000,95000
flatbuffers,book_small,59,17,426,516,823,5343,436.2,412,7387,89.8,0.205943,1.2113,1.9319,12.5423,162,180,194,3021,163.6,152,8199,52.6,0.321662,1.1111,1.1975,18.6481,589,681,1011,5847,599.7,571,8623,106.6,0.177820,0.006791,1.1562,1.7165,9.9270,240.0,240.0,240,240,1699652.4,407916587.5,true,95000,100000,5000,95000
flatbuffers,book_small,60,18,426,521,846,5127,437.1,414,7339,87.1,0.199305,1.2230,1.9859,12.0352,163,179,196,3087,163.7,151,6843,53.9,0.329452,1.0982,1.2025,18.9387,589,685,1236,5771,600.7,572,7591,105.2,0.175121,0.006791,1.1630,2.0985,9.7980,240.0,240.0,240,240,1675025.1,402006024.2,true,95000,100000,5000,95000
flatbuffers,book_small,61,19,425,514,832,5423,435.7,414,7287,93.7,0.215036,1.2094,1.9576,12.7600,164,176,198,2971,164.7,152,5207,42.7,0.259375,1.0732,1.2073,18.1159,590,680,1161,5795,600.4,572,7523,105.6,0.175932,0.006780,1.1525,1.9678,9.8220,240.0,240.0,240,240,1703034.7,408728321.6,true,95000,100000,5000,95000
flatbuffers,book_small,62,20,426,519,834,6003,437.5,412,20575,121.7,0.278114,1.2183,1.9577,14.0915,163,170,199,3431,164.2,152,23535,101.3,0.616698,1.0429,1.2209,21.0491,590,683,1079,6975,601.7,572,23951,160.9,0.267476,0.006780,1.1576,1.8288,11.8220,240.0,240.0,240,240,1697863.7,407487293.1,true,95000,100000,5000,95000
flatbuffers,book_small,63,21,426,510,830,5419,435.1,402,13983,100.8,0.231775,1.1972,1.9484,12.7207,162,169,195,3089,163.1,151,4679,45.2,0.277455,1.0432,1.2037,19.0679,588,674,1050,5871,598.1,561,14191,113.4,0.189526,0.005102,1.1463,1.7857,9.9847,240.0,240.0,240,240,1696863.8,407247308.8,true,95000,100000,5000,95000
flatbuffers,book_small,64,22,425,515,827,5435,435.6,406,7051,94.2,0.216137,1.2118,1.9459,12.7882,163,170,197,3005,163.5,152,4815,42.1,0.257241,1.0429,1.2086,18.4356,588,679,1190,5855,599.1,566,7263,106.6,0.177871,0.006803,1.1548,2.0238,9.9575,240.0,240.0,240,240,1698007.3,407521757.8,true,95000,100000,5000,95000
flatbuffers,book_small,65,23,451,541,858,5539,460.9,415,7463,92.6,0.200904,1.1996,1.9024,12.2816,163,169,194,3103,163.3,151,6679,51.2,0.313715,1.0368,1.1902,19.0368,614,705,1052,6027,624.2,575,7711,108.6,0.173920,0.006515,1.1482,1.7134,9.8160,240.0,240.0,240,240,1758480.4,422035284.0,true,95000,100000,5000,95000
flatbuffers,book_small,66,24,425,518,831,5295,435.4,413,7295,91.5,0.210126,1.2188,1.9553,12.4588,163,170,200,3027,163.6,151,5327,50.0,0.305380,1.0429,1.2270,18.5706,588,682,1224,5799,599.0,571,7751,107.6,0.179610,0.006803,1.1599,2.0816,9.8622,240.0,240.0,240,240,1702047.6,408491425.9,true,95000,100000,5000,95000
flatbuffers,book_small,67,25,450,539,866,5383,460.3,412,7739,93.2,0.202508,1.1978,1.9244,11.9622,163,169,196,2977,163.3,151,7359,46.3,0.283795,1.0368,1.2025,18.2638,613,703,1127,5963,623.6,574,8059,107.1,0.171762,0.006525,1.1468,1.8385,9.7276,240.0,240.0,240,240,1765188.3,423645199.4,true,95000,100000,5000,95000
flatbuffers,book_small,68,26,449,545,844,5275,458.7,413,7391,83.9,0.182921,1.2138,1.8797,11.7483,163,176,196,3113,163.6,151,5475,49.0,0.299151,1.0798,1.2025,19.0982,612,709,1063,5803,622.3,570,7611,99.6,0.160022,0.006536,1.1585,1.7369,9.4820,240.0,240.0,240,240,1763310.9,423194621.6,true,95000,100000,5000,95000
flatbuffers,book_small,69,27,461,549,861,6131,468.8,413,19711,119.8,0.255632,1.1909,1.8677,13.2993,164,179,197,2999,164.5,152,5671,47.6,0.289196,1.0915,1.2012,18.2866,625,715,1056,6595,633.3,572,20143,131.5,0.207627,0.008000,1.1440,1.6896,10.5520,240.0,240.0,240,240,1762836.4,423080747.1,true,95000,100000,5000,95000
flatbuffers,book_small,70,28,448,541,845,5399,457.7,414,8319,95.7,0.209017,1.2076,1.8862,12.0513,163,170,198,3035,163.6,151,5719,51.6,0.315334,1.0429,1.2147,18.6196,611,706,1034,5791,621.3,574,8847,111.4,0.179319,0.006547,1.1555,1.6923,9.4779,240.0,240.0,240,240,1760536.0,422528641.6,true,95000,100000,5000,95000
